Search Method,Dataset,Metric,Value,Sheet,Parameter,Best Value,Unnamed: 0,precision,recall,f1-score,support
Bayesian Search,KC1,Accuracy,0.836206897,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,Precision,0.881944444,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,Recall,0.760479042,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,F1 Score,0.816720257,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,AUC,0.891653158,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,depth,7,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,iterations,284,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,l2_leaf_reg,4,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,learning_rate,0.068810773,,,,,
Bayesian Search,,,,KC1 Classification Report,,,0,0.803921569,0.906077348,0.851948052,181
Bayesian Search,,,,KC1 Classification Report,,,1,0.881944444,0.760479042,0.816720257,167
Bayesian Search,,,,KC1 Classification Report,,,accuracy,0.836206897,0.836206897,0.836206897,0.836206897
Bayesian Search,,,,KC1 Classification Report,,,macro avg,0.842933007,0.833278195,0.834334155,348
Bayesian Search,,,,KC1 Classification Report,,,weighted avg,0.841363581,0.836206897,0.83504276,348
Bayesian Search,KC3,Accuracy,0.890625,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,Precision,0.878787879,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,Recall,0.90625,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,F1 Score,0.892307692,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,AUC,0.965820313,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,depth,9,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,iterations,188,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,l2_leaf_reg,4,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,learning_rate,0.051965279,,,,,
Bayesian Search,,,,KC3 Classification Report,,,0,0.903225806,0.875,0.888888889,32
Bayesian Search,,,,KC3 Classification Report,,,1,0.878787879,0.90625,0.892307692,32
Bayesian Search,,,,KC3 Classification Report,,,accuracy,0.890625,0.890625,0.890625,0.890625
Bayesian Search,,,,KC3 Classification Report,,,macro avg,0.891006843,0.890625,0.890598291,64
Bayesian Search,,,,KC3 Classification Report,,,weighted avg,0.891006843,0.890625,0.890598291,64
Bayesian Search,MC1,Accuracy,0.993564994,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,Precision,0.989276139,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,Recall,0.997297297,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,F1 Score,0.993270525,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,AUC,0.99805432,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,depth,7,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,iterations,284,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,l2_leaf_reg,4,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,learning_rate,0.068810773,,,,,
Bayesian Search,,,,MC1 Classification Report,,,0,0.997524752,0.99017199,0.993834772,407
Bayesian Search,,,,MC1 Classification Report,,,1,0.989276139,0.997297297,0.993270525,370
Bayesian Search,,,,MC1 Classification Report,,,accuracy,0.993564994,0.993564994,0.993564994,0.993564994
Bayesian Search,,,,MC1 Classification Report,,,macro avg,0.993400446,0.993734644,0.993552648,777
Bayesian Search,,,,MC1 Classification Report,,,weighted avg,0.993596841,0.993564994,0.993566083,777
Bayesian Search,MC2,Accuracy,0.909090909,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,Precision,0.857142857,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,Recall,1,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,F1 Score,0.923076923,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,AUC,0.948148148,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,depth,9,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,iterations,188,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,l2_leaf_reg,4,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,learning_rate,0.051965279,,,,,
Bayesian Search,,,,MC2 Classification Report,,,0,1,0.8,0.888888889,15
Bayesian Search,,,,MC2 Classification Report,,,1,0.857142857,1,0.923076923,18
Bayesian Search,,,,MC2 Classification Report,,,accuracy,0.909090909,0.909090909,0.909090909,0.909090909
Bayesian Search,,,,MC2 Classification Report,,,macro avg,0.928571429,0.9,0.905982906,33
Bayesian Search,,,,MC2 Classification Report,,,weighted avg,0.922077922,0.909090909,0.907536908,33
Bayesian Search,MW1,Accuracy,0.956043956,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,Precision,0.941176471,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,Recall,0.979591837,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,F1 Score,0.96,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,AUC,0.995140914,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,depth,6,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,iterations,284,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,l2_leaf_reg,2,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,learning_rate,0.027122693,,,,,
Bayesian Search,,,,MW1 Classification Report,,,0,0.975,0.928571429,0.951219512,42
Bayesian Search,,,,MW1 Classification Report,,,1,0.941176471,0.979591837,0.96,49
Bayesian Search,,,,MW1 Classification Report,,,accuracy,0.956043956,0.956043956,0.956043956,0.956043956
Bayesian Search,,,,MW1 Classification Report,,,macro avg,0.958088235,0.954081633,0.955609756,91
Bayesian Search,,,,MW1 Classification Report,,,weighted avg,0.95678733,0.956043956,0.955947467,91
Bayesian Search,PC1,Accuracy,0.96124031,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,Precision,0.944,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,Recall,0.975206612,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,F1 Score,0.959349593,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,AUC,0.993243651,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,depth,7,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,iterations,255,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,l2_leaf_reg,3,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,learning_rate,0.07487301,,,,,
Bayesian Search,,,,PC1 Classification Report,,,0,0.977443609,0.948905109,0.962962963,137
Bayesian Search,,,,PC1 Classification Report,,,1,0.944,0.975206612,0.959349593,121
Bayesian Search,,,,PC1 Classification Report,,,accuracy,0.96124031,0.96124031,0.96124031,0.96124031
Bayesian Search,,,,PC1 Classification Report,,,macro avg,0.960721805,0.962055861,0.961156278,258
Bayesian Search,,,,PC1 Classification Report,,,weighted avg,0.961758816,0.96124031,0.961268321,258
Bayesian Search,PC2,Accuracy,0.982876712,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,Precision,0.967532468,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,Recall,1,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,F1 Score,0.98349835,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,AUC,0.999906134,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,depth,9,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,iterations,277,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,l2_leaf_reg,3,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,learning_rate,0.089376616,,,,,
Bayesian Search,,,,PC2 Classification Report,,,0,1,0.965034965,0.982206406,143
Bayesian Search,,,,PC2 Classification Report,,,1,0.967532468,1,0.98349835,149
Bayesian Search,,,,PC2 Classification Report,,,accuracy,0.982876712,0.982876712,0.982876712,0.982876712
Bayesian Search,,,,PC2 Classification Report,,,macro avg,0.983766234,0.982517483,0.982852378,292
Bayesian Search,,,,PC2 Classification Report,,,weighted avg,0.983432663,0.982876712,0.982865651,292
Bayesian Search,PC3,Accuracy,0.917989418,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,Precision,0.892156863,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,Recall,0.952879581,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,F1 Score,0.921518987,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,AUC,0.9815774,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,depth,7,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,iterations,255,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,l2_leaf_reg,3,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,learning_rate,0.07487301,,,,,
Bayesian Search,,,,PC3 Classification Report,,,0,0.948275862,0.882352941,0.914127424,187
Bayesian Search,,,,PC3 Classification Report,,,1,0.892156863,0.952879581,0.921518987,191
Bayesian Search,,,,PC3 Classification Report,,,accuracy,0.917989418,0.917989418,0.917989418,0.917989418
Bayesian Search,,,,PC3 Classification Report,,,macro avg,0.920216362,0.917616261,0.917823206,378
Bayesian Search,,,,PC3 Classification Report,,,weighted avg,0.919919436,0.917989418,0.917862314,378
Bayesian Search,PC4,Accuracy,0.957207207,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,Precision,0.92244898,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,Recall,1,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,F1 Score,0.959660297,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,AUC,0.995636113,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,depth,9,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,iterations,277,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,l2_leaf_reg,3,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,learning_rate,0.089376616,,,,,
Bayesian Search,,,,PC4 Classification Report,,,0,1,0.912844037,0.954436451,218
Bayesian Search,,,,PC4 Classification Report,,,1,0.92244898,1,0.959660297,226
Bayesian Search,,,,PC4 Classification Report,,,accuracy,0.957207207,0.957207207,0.957207207,0.957207207
Bayesian Search,,,,PC4 Classification Report,,,macro avg,0.96122449,0.956422018,0.957048374,444
Bayesian Search,,,,PC4 Classification Report,,,weighted avg,0.960525832,0.957207207,0.957095436,444
Genetic Algorithm,CM1,Accuracy,0.947368421,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,Precision,0.945454545,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,Recall,0.945454545,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,F1 Score,0.945454545,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,AUC,0.961787365,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,learning_rate,0.221749007,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,depth,4,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,iterations,82,,,,,
Genetic Algorithm,,,,CM1 Classification Report,,,0,0.949152542,0.949152542,0.949152542,59
Genetic Algorithm,,,,CM1 Classification Report,,,1,0.945454545,0.945454545,0.945454545,55
Genetic Algorithm,,,,CM1 Classification Report,,,accuracy,0.947368421,0.947368421,0.947368421,0.947368421
Genetic Algorithm,,,,CM1 Classification Report,,,macro avg,0.947303544,0.947303544,0.947303544,114
Genetic Algorithm,,,,CM1 Classification Report,,,weighted avg,0.947368421,0.947368421,0.947368421,114
Genetic Algorithm,JM1,Accuracy,0.87111293,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,Precision,0.899822695,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,Recall,0.834018077,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,F1 Score,0.865671642,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,AUC,0.934308114,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,learning_rate,0.227775061,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,depth,8,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,iterations,177,,,,,
Genetic Algorithm,,,,JM1 Classification Report,,,0,0.846504559,0.90790546,0.876130554,1227
Genetic Algorithm,,,,JM1 Classification Report,,,1,0.899822695,0.834018077,0.865671642,1217
Genetic Algorithm,,,,JM1 Classification Report,,,accuracy,0.87111293,0.87111293,0.87111293,0.87111293
Genetic Algorithm,,,,JM1 Classification Report,,,macro avg,0.873163627,0.870961769,0.870901098,2444
Genetic Algorithm,,,,JM1 Classification Report,,,weighted avg,0.873054547,0.87111293,0.870922495,2444
Genetic Algorithm,KC1,Accuracy,0.844827586,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,Precision,0.850931677,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,Recall,0.820359281,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,F1 Score,0.835365854,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,AUC,0.91060972,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,learning_rate,0.238310404,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,depth,7,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,iterations,273,,,,,
Genetic Algorithm,,,,KC1 Classification Report,,,0,0.839572193,0.867403315,0.85326087,181
Genetic Algorithm,,,,KC1 Classification Report,,,1,0.850931677,0.820359281,0.835365854,167
Genetic Algorithm,,,,KC1 Classification Report,,,accuracy,0.844827586,0.844827586,0.844827586,0.844827586
Genetic Algorithm,,,,KC1 Classification Report,,,macro avg,0.845251935,0.843881298,0.844313362,348
Genetic Algorithm,,,,KC1 Classification Report,,,weighted avg,0.845023439,0.844827586,0.844673319,348
Genetic Algorithm,KC3,Accuracy,0.921875,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,Precision,0.885714286,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,Recall,0.96875,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,F1 Score,0.925373134,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,AUC,0.973632813,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,learning_rate,0.181544781,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,depth,7,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,iterations,171,,,,,
Genetic Algorithm,,,,KC3 Classification Report,,,0,0.965517241,0.875,0.918032787,32
Genetic Algorithm,,,,KC3 Classification Report,,,1,0.885714286,0.96875,0.925373134,32
Genetic Algorithm,,,,KC3 Classification Report,,,accuracy,0.921875,0.921875,0.921875,0.921875
Genetic Algorithm,,,,KC3 Classification Report,,,macro avg,0.925615764,0.921875,0.921702961,64
Genetic Algorithm,,,,KC3 Classification Report,,,weighted avg,0.925615764,0.921875,0.921702961,64
Genetic Algorithm,MC1,Accuracy,0.996138996,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,Precision,0.991957105,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,Recall,1,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,F1 Score,0.995962315,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,AUC,0.999614848,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,learning_rate,0.22560908,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,depth,9,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,iterations,265,,,,,
Genetic Algorithm,,,,MC1 Classification Report,,,0,1,0.992628993,0.996300863,407
Genetic Algorithm,,,,MC1 Classification Report,,,1,0.991957105,1,0.995962315,370
Genetic Algorithm,,,,MC1 Classification Report,,,accuracy,0.996138996,0.996138996,0.996138996,0.996138996
Genetic Algorithm,,,,MC1 Classification Report,,,macro avg,0.995978552,0.996314496,0.996131589,777
Genetic Algorithm,,,,MC1 Classification Report,,,weighted avg,0.99617005,0.996138996,0.99613965,777
Genetic Algorithm,MC2,Accuracy,0.909090909,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,Precision,0.857142857,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,Recall,1,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,F1 Score,0.923076923,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,AUC,0.955555556,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,learning_rate,0.229185336,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,depth,8,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,iterations,229,,,,,
Genetic Algorithm,,,,MC2 Classification Report,,,0,1,0.8,0.888888889,15
Genetic Algorithm,,,,MC2 Classification Report,,,1,0.857142857,1,0.923076923,18
Genetic Algorithm,,,,MC2 Classification Report,,,accuracy,0.909090909,0.909090909,0.909090909,0.909090909
Genetic Algorithm,,,,MC2 Classification Report,,,macro avg,0.928571429,0.9,0.905982906,33
Genetic Algorithm,,,,MC2 Classification Report,,,weighted avg,0.922077922,0.909090909,0.907536908,33
Genetic Algorithm,MW1,Accuracy,0.967032967,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,Precision,0.96,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,Recall,0.979591837,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,F1 Score,0.96969697,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,AUC,0.994655005,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,learning_rate,0.233619654,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,depth,9,,,,,
Genetic Algorithm,MW1,,,MW1 Best Hyperparameters,iterations,57,,,,,
Genetic Algorithm,,,,MW1 Classification Report,,,0,0.975609756,0.952380952,0.963855422,42
Genetic Algorithm,,,,MW1 Classification Report,,,1,0.96,0.979591837,0.96969697,49
Genetic Algorithm,,,,MW1 Classification Report,,,accuracy,0.967032967,0.967032967,0.967032967,0.967032967
Genetic Algorithm,,,,MW1 Classification Report,,,macro avg,0.967804878,0.965986395,0.966776196,91
Genetic Algorithm,,,,MW1 Classification Report,,,weighted avg,0.967204503,0.967032967,0.967000871,91
Genetic Algorithm,PC1,Accuracy,0.976744186,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,Precision,0.96,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,Recall,0.991735537,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,F1 Score,0.975609756,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,AUC,0.995716957,PC1 Performance Metrics,,,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,learning_rate,0.168979118,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,depth,9,,,,,
Genetic Algorithm,PC1,,,PC1 Best Hyperparameters,iterations,161,,,,,
Genetic Algorithm,,,,PC1 Classification Report,,,0,0.992481203,0.96350365,0.977777778,137
Genetic Algorithm,,,,PC1 Classification Report,,,1,0.96,0.991735537,0.975609756,121
Genetic Algorithm,,,,PC1 Classification Report,,,accuracy,0.976744186,0.976744186,0.976744186,0.976744186
Genetic Algorithm,,,,PC1 Classification Report,,,macro avg,0.976240602,0.977619593,0.976693767,258
Genetic Algorithm,,,,PC1 Classification Report,,,weighted avg,0.977247771,0.976744186,0.976760992,258
Genetic Algorithm,PC2,Accuracy,0.989726027,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,Precision,0.980263158,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,Recall,1,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,F1 Score,0.990033223,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,AUC,0.999906134,PC2 Performance Metrics,,,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,learning_rate,0.142785886,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,depth,8,,,,,
Genetic Algorithm,PC2,,,PC2 Best Hyperparameters,iterations,262,,,,,
Genetic Algorithm,,,,PC2 Classification Report,,,0,1,0.979020979,0.989399293,143
Genetic Algorithm,,,,PC2 Classification Report,,,1,0.980263158,1,0.990033223,149
Genetic Algorithm,,,,PC2 Classification Report,,,accuracy,0.989726027,0.989726027,0.989726027,0.989726027
Genetic Algorithm,,,,PC2 Classification Report,,,macro avg,0.990131579,0.98951049,0.989716258,292
Genetic Algorithm,,,,PC2 Classification Report,,,weighted avg,0.989928803,0.989726027,0.989722771,292
Genetic Algorithm,PC3,Accuracy,0.944444444,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,Precision,0.920792079,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,Recall,0.97382199,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,F1 Score,0.946564885,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,AUC,0.984349189,PC3 Performance Metrics,,,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,learning_rate,0.188554723,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,depth,9,,,,,
Genetic Algorithm,PC3,,,PC3 Best Hyperparameters,iterations,92,,,,,
Genetic Algorithm,,,,PC3 Classification Report,,,0,0.971590909,0.914438503,0.94214876,187
Genetic Algorithm,,,,PC3 Classification Report,,,1,0.920792079,0.97382199,0.946564885,191
Genetic Algorithm,,,,PC3 Classification Report,,,accuracy,0.944444444,0.944444444,0.944444444,0.944444444
Genetic Algorithm,,,,PC3 Classification Report,,,macro avg,0.946191494,0.944130246,0.944356823,378
Genetic Algorithm,,,,PC3 Classification Report,,,weighted avg,0.945922717,0.944444444,0.944380189,378
Genetic Algorithm,PC4,Accuracy,0.975225225,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,Precision,0.953586498,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,Recall,1,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,F1 Score,0.976241901,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,AUC,0.995839084,PC4 Performance Metrics,,,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,learning_rate,0.263111413,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,depth,6,,,,,
Genetic Algorithm,PC4,,,PC4 Best Hyperparameters,iterations,164,,,,,
Genetic Algorithm,,,,PC4 Classification Report,,,0,1,0.949541284,0.974117647,218
Genetic Algorithm,,,,PC4 Classification Report,,,1,0.953586498,1,0.976241901,226
Genetic Algorithm,,,,PC4 Classification Report,,,accuracy,0.975225225,0.975225225,0.975225225,0.975225225
Genetic Algorithm,,,,PC4 Classification Report,,,macro avg,0.976793249,0.974770642,0.975179774,444
Genetic Algorithm,,,,PC4 Classification Report,,,weighted avg,0.976375109,0.975225225,0.975198911,444
