Search Method,Dataset,Metric,Value,Sheet,Parameter,Best Value,Unnamed: 0,precision,recall,f1-score,support
Random Search,,,,PC2 Classification Report,,,1,0.98013245,0.993288591,0.986666667,149
Random Search,,,,PC2 Classification Report,,,accuracy,0.98630137,0.98630137,0.98630137,0.98630137
Random Search,,,,PC2 Classification Report,,,macro avg,0.986520126,0.986154785,0.98629108,292
Random Search,,,,PC2 Classification Report,,,weighted avg,0.986388872,0.98630137,0.986298797,292
Random Search,PC3,Accuracy,0.941798942,PC3 Performance Metrics,,,,,,,
Random Search,PC3,Precision,0.937823834,PC3 Performance Metrics,,,,,,,
Random Search,PC3,Recall,0.947643979,PC3 Performance Metrics,,,,,,,
Random Search,PC3,F1 Score,0.942708333,PC3 Performance Metrics,,,,,,,
Random Search,PC3,AUC,0.984629168,PC3 Performance Metrics,,,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,subsample,0.8,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,num_leaves,31,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,n_estimators,200,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,min_child_samples,20,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,max_depth,-1,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,learning_rate,0.1,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,colsample_bytree,1,,,,,
Random Search,,,,PC3 Classification Report,,,0,0.945945946,0.935828877,0.940860215,187
Random Search,,,,PC3 Classification Report,,,1,0.937823834,0.947643979,0.942708333,191
Random Search,,,,PC3 Classification Report,,,accuracy,0.941798942,0.941798942,0.941798942,0.941798942
Random Search,,,,PC3 Classification Report,,,macro avg,0.94188489,0.941736428,0.941784274,378
Random Search,,,,PC3 Classification Report,,,weighted avg,0.941841916,0.941798942,0.941794053,378
Random Search,PC4,Accuracy,0.963963964,PC4 Performance Metrics,,,,,,,
Random Search,PC4,Precision,0.944915254,PC4 Performance Metrics,,,,,,,
Random Search,PC4,Recall,0.986725664,PC4 Performance Metrics,,,,,,,
Random Search,PC4,F1 Score,0.965367965,PC4 Performance Metrics,,,,,,,
Random Search,PC4,AUC,0.99594057,PC4 Performance Metrics,,,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,subsample,0.6,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,num_leaves,40,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,n_estimators,200,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,min_child_samples,10,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,max_depth,-1,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,learning_rate,0.1,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,colsample_bytree,0.6,,,,,
Random Search,,,,PC4 Classification Report,,,0,0.985576923,0.940366972,0.962441315,218
Random Search,,,,PC4 Classification Report,,,1,0.944915254,0.986725664,0.965367965,226
Random Search,,,,PC4 Classification Report,,,accuracy,0.963963964,0.963963964,0.963963964,0.963963964
Random Search,,,,PC4 Classification Report,,,macro avg,0.965246089,0.963546318,0.96390464,444
Random Search,,,,PC4 Classification Report,,,weighted avg,0.964879767,0.963963964,0.963931006,444
Bayesian Search,CM1,Accuracy,0.921052632,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,Precision,0.896551724,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,Recall,0.945454545,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,F1 Score,0.920353982,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,AUC,0.965177196,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,colsample_bytree,0.6,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,learning_rate,0.1,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,min_child_samples,20,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,n_estimators,300,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,num_leaves,50,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,subsample,0.6,,,,,
Bayesian Search,,,,CM1 Classification Report,,,0,0.946428571,0.898305085,0.92173913,59
Bayesian Search,,,,CM1 Classification Report,,,1,0.896551724,0.945454545,0.920353982,55
Bayesian Search,,,,CM1 Classification Report,,,accuracy,0.921052632,0.921052632,0.921052632,0.921052632
Bayesian Search,,,,CM1 Classification Report,,,macro avg,0.921490148,0.921879815,0.921046556,114
Bayesian Search,,,,CM1 Classification Report,,,weighted avg,0.92236518,0.921052632,0.921070857,114
Bayesian Search,JM1,Accuracy,0.868657938,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,Precision,0.909506399,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,Recall,0.817584224,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,F1 Score,0.861099091,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,AUC,0.931745933,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,colsample_bytree,1,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,learning_rate,0.078919545,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,min_child_samples,5,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,n_estimators,300,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,num_leaves,50,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,subsample,1,,,,,
Bayesian Search,,,,JM1 Classification Report,,,0,0.835555556,0.919315403,0.875436554,1227
Bayesian Search,,,,JM1 Classification Report,,,1,0.909506399,0.817584224,0.861099091,1217
Bayesian Search,,,,JM1 Classification Report,,,accuracy,0.868657938,0.868657938,0.868657938,0.868657938
Bayesian Search,,,,JM1 Classification Report,,,macro avg,0.872530977,0.868449813,0.868267823,2444
Bayesian Search,,,,JM1 Classification Report,,,weighted avg,0.872379686,0.868657938,0.868297155,2444
Bayesian Search,KC1,Accuracy,0.824712644,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,Precision,0.853333333,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,Recall,0.766467066,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,F1 Score,0.807570978,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,AUC,0.887286201,KC1 Performance Metrics,,,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,colsample_bytree,0.689013947,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,learning_rate,0.039171201,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,min_child_samples,12,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,n_estimators,234,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,num_leaves,31,,,,,
Bayesian Search,KC1,,,KC1 Best Hyperparameters,subsample,1,,,,,
Bayesian Search,,,,KC1 Classification Report,,,0,0.803030303,0.878453039,0.839050132,181
Bayesian Search,,,,KC1 Classification Report,,,1,0.853333333,0.766467066,0.807570978,167
Bayesian Search,,,,KC1 Classification Report,,,accuracy,0.824712644,0.824712644,0.824712644,0.824712644
Bayesian Search,,,,KC1 Classification Report,,,macro avg,0.828181818,0.822460052,0.823310555,348
Bayesian Search,,,,KC1 Classification Report,,,weighted avg,0.827169976,0.824712644,0.823943756,348
Bayesian Search,KC3,Accuracy,0.875,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,Precision,0.852941176,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,Recall,0.90625,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,F1 Score,0.878787879,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,AUC,0.958007813,KC3 Performance Metrics,,,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,colsample_bytree,1,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,learning_rate,0.062522888,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,min_child_samples,5,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,n_estimators,50,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,num_leaves,20,,,,,
Bayesian Search,KC3,,,KC3 Best Hyperparameters,subsample,1,,,,,
Bayesian Search,,,,KC3 Classification Report,,,0,0.9,0.84375,0.870967742,32
Bayesian Search,,,,KC3 Classification Report,,,1,0.852941176,0.90625,0.878787879,32
Bayesian Search,,,,KC3 Classification Report,,,accuracy,0.875,0.875,0.875,0.875
Bayesian Search,,,,KC3 Classification Report,,,macro avg,0.876470588,0.875,0.87487781,64
Bayesian Search,,,,KC3 Classification Report,,,weighted avg,0.876470588,0.875,0.87487781,64
Bayesian Search,MC1,Accuracy,0.992277992,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,Precision,0.991891892,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,Recall,0.991891892,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,F1 Score,0.991891892,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,AUC,0.998685172,MC1 Performance Metrics,,,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,colsample_bytree,0.633689568,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,learning_rate,0.071005689,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,max_depth,6,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,min_child_samples,6,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,n_estimators,297,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,num_leaves,50,,,,,
Bayesian Search,MC1,,,MC1 Best Hyperparameters,subsample,0.752788967,,,,,
Bayesian Search,,,,MC1 Classification Report,,,0,0.992628993,0.992628993,0.992628993,407
Bayesian Search,,,,MC1 Classification Report,,,1,0.991891892,0.991891892,0.991891892,370
Bayesian Search,,,,MC1 Classification Report,,,accuracy,0.992277992,0.992277992,0.992277992,0.992277992
Bayesian Search,,,,MC1 Classification Report,,,macro avg,0.992260442,0.992260442,0.992260442,777
Bayesian Search,,,,MC1 Classification Report,,,weighted avg,0.992277992,0.992277992,0.992277992,777
Bayesian Search,MC2,Accuracy,0.787878788,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,Precision,0.761904762,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,Recall,0.888888889,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,F1 Score,0.820512821,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,AUC,0.948148148,MC2 Performance Metrics,,,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,colsample_bytree,0.893611207,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,learning_rate,0.086970054,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,max_depth,4,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,min_child_samples,8,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,n_estimators,250,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,num_leaves,31,,,,,
Bayesian Search,MC2,,,MC2 Best Hyperparameters,subsample,0.783609806,,,,,
Bayesian Search,,,,MC2 Classification Report,,,0,0.833333333,0.666666667,0.740740741,15
Bayesian Search,,,,MC2 Classification Report,,,1,0.761904762,0.888888889,0.820512821,18
Bayesian Search,,,,MC2 Classification Report,,,accuracy,0.787878788,0.787878788,0.787878788,0.787878788
Bayesian Search,,,,MC2 Classification Report,,,macro avg,0.797619048,0.777777778,0.780626781,33
Bayesian Search,,,,MC2 Classification Report,,,weighted avg,0.794372294,0.787878788,0.784252784,33
Bayesian Search,MW1,Accuracy,0.956043956,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,Precision,0.941176471,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,Recall,0.979591837,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,F1 Score,0.96,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,AUC,0.993683188,MW1 Performance Metrics,,,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,colsample_bytree,0.601452123,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,learning_rate,0.065740048,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,max_depth,8,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,min_child_samples,9,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,n_estimators,195,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,num_leaves,28,,,,,
Bayesian Search,MW1,,,MW1 Best Hyperparameters,subsample,0.725135722,,,,,
Bayesian Search,,,,MW1 Classification Report,,,0,0.975,0.928571429,0.951219512,42
Bayesian Search,,,,MW1 Classification Report,,,1,0.941176471,0.979591837,0.96,49
Bayesian Search,,,,MW1 Classification Report,,,accuracy,0.956043956,0.956043956,0.956043956,0.956043956
Bayesian Search,,,,MW1 Classification Report,,,macro avg,0.958088235,0.954081633,0.955609756,91
Bayesian Search,,,,MW1 Classification Report,,,weighted avg,0.95678733,0.956043956,0.955947467,91
Bayesian Search,PC1,Accuracy,0.968992248,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,Precision,0.959349593,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,Recall,0.975206612,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,F1 Score,0.967213115,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,AUC,0.993243651,PC1 Performance Metrics,,,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,colsample_bytree,0.99121718,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,learning_rate,0.043798954,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,min_child_samples,17,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,n_estimators,298,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,num_leaves,25,,,,,
Bayesian Search,PC1,,,PC1 Best Hyperparameters,subsample,0.72522971,,,,,
Bayesian Search,,,,PC1 Classification Report,,,0,0.977777778,0.96350365,0.970588235,137
Bayesian Search,,,,PC1 Classification Report,,,1,0.959349593,0.975206612,0.967213115,121
Bayesian Search,,,,PC1 Classification Report,,,accuracy,0.968992248,0.968992248,0.968992248,0.968992248
Bayesian Search,,,,PC1 Classification Report,,,macro avg,0.968563686,0.969355131,0.968900675,258
Bayesian Search,,,,PC1 Classification Report,,,weighted avg,0.969135102,0.968992248,0.96900533,258
Bayesian Search,PC2,Accuracy,0.982876712,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,Precision,0.973684211,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,Recall,0.993288591,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,F1 Score,0.983388704,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,AUC,0.999483738,PC2 Performance Metrics,,,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,colsample_bytree,1,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,learning_rate,0.048626964,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,min_child_samples,11,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,n_estimators,300,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,num_leaves,50,,,,,
Bayesian Search,PC2,,,PC2 Best Hyperparameters,subsample,1,,,,,
Bayesian Search,,,,PC2 Classification Report,,,0,0.992857143,0.972027972,0.982332155,143
Bayesian Search,,,,PC2 Classification Report,,,1,0.973684211,0.993288591,0.983388704,149
Bayesian Search,,,,PC2 Classification Report,,,accuracy,0.982876712,0.982876712,0.982876712,0.982876712
Bayesian Search,,,,PC2 Classification Report,,,macro avg,0.983270677,0.982658281,0.98286043,292
Bayesian Search,,,,PC2 Classification Report,,,weighted avg,0.983073695,0.982876712,0.982871285,292
Bayesian Search,PC3,Accuracy,0.939153439,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,Precision,0.92,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,Recall,0.963350785,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,F1 Score,0.941176471,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,AUC,0.985105132,PC3 Performance Metrics,,,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,colsample_bytree,0.6,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,learning_rate,0.048819409,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,min_child_samples,5,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,n_estimators,300,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,num_leaves,50,,,,,
Bayesian Search,PC3,,,PC3 Best Hyperparameters,subsample,0.6,,,,,
Bayesian Search,,,,PC3 Classification Report,,,0,0.960674157,0.914438503,0.936986301,187
Bayesian Search,,,,PC3 Classification Report,,,1,0.92,0.963350785,0.941176471,191
Bayesian Search,,,,PC3 Classification Report,,,accuracy,0.939153439,0.939153439,0.939153439,0.939153439
Bayesian Search,,,,PC3 Classification Report,,,macro avg,0.940337079,0.938894644,0.939081386,378
Bayesian Search,,,,PC3 Classification Report,,,weighted avg,0.940121871,0.939153439,0.939103556,378
Bayesian Search,PC4,Accuracy,0.963963964,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,Precision,0.944915254,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,Recall,0.986725664,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,F1 Score,0.965367965,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,AUC,0.994743038,PC4 Performance Metrics,,,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,colsample_bytree,0.6,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,learning_rate,0.1,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,max_depth,10,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,min_child_samples,20,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,n_estimators,227,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,num_leaves,50,,,,,
Bayesian Search,PC4,,,PC4 Best Hyperparameters,subsample,1,,,,,
Bayesian Search,,,,PC4 Classification Report,,,0,0.985576923,0.940366972,0.962441315,218
Bayesian Search,,,,PC4 Classification Report,,,1,0.944915254,0.986725664,0.965367965,226
Bayesian Search,,,,PC4 Classification Report,,,accuracy,0.963963964,0.963963964,0.963963964,0.963963964
Bayesian Search,,,,PC4 Classification Report,,,macro avg,0.965246089,0.963546318,0.96390464,444
Bayesian Search,,,,PC4 Classification Report,,,weighted avg,0.964879767,0.963963964,0.963931006,444
Genetic Algorithm,CM1,Accuracy,0.947368421,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,Precision,0.929824561,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,Recall,0.963636364,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,F1 Score,0.946428571,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,AUC,0.974730354,CM1 Performance Metrics,,,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,learning_rate,0.3,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,n_estimators,300,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,num_leaves,50,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,min_child_samples,30,,,,,
Genetic Algorithm,CM1,,,CM1 Best Hyperparameters,subsample,1,,,,,
Genetic Algorithm,,,,CM1 Classification Report,,,0,0.964912281,0.93220339,0.948275862,59
Genetic Algorithm,,,,CM1 Classification Report,,,1,0.929824561,0.963636364,0.946428571,55
Genetic Algorithm,,,,CM1 Classification Report,,,accuracy,0.947368421,0.947368421,0.947368421,0.947368421
Genetic Algorithm,,,,CM1 Classification Report,,,macro avg,0.947368421,0.947919877,0.947352217,114
Genetic Algorithm,,,,CM1 Classification Report,,,weighted avg,0.947983995,0.947368421,0.947384625,114
Genetic Algorithm,JM1,Accuracy,0.867839607,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,Precision,0.889372822,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,Recall,0.838948233,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,F1 Score,0.863424947,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,AUC,0.930949018,JM1 Performance Metrics,,,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,learning_rate,0.3,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,n_estimators,300,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,num_leaves,50,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,min_child_samples,5,,,,,
Genetic Algorithm,JM1,,,JM1 Best Hyperparameters,subsample,0.5,,,,,
Genetic Algorithm,,,,JM1 Classification Report,,,0,0.848765432,0.896495518,0.871977804,1227
Genetic Algorithm,,,,JM1 Classification Report,,,1,0.889372822,0.838948233,0.863424947,1217
Genetic Algorithm,,,,JM1 Classification Report,,,accuracy,0.867839607,0.867839607,0.867839607,0.867839607
Genetic Algorithm,,,,JM1 Classification Report,,,macro avg,0.869069127,0.867721875,0.867701376,2444
Genetic Algorithm,,,,JM1 Classification Report,,,weighted avg,0.868986052,0.867839607,0.867718873,2444
Genetic Algorithm,KC1,Accuracy,0.824712644,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,Precision,0.844155844,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,Recall,0.778443114,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,F1 Score,0.809968847,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,AUC,0.898567506,KC1 Performance Metrics,,,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,learning_rate,0.3,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,n_estimators,300,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,num_leaves,50,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,min_child_samples,5,,,,,
Genetic Algorithm,KC1,,,KC1 Best Hyperparameters,subsample,1,,,,,
Genetic Algorithm,,,,KC1 Classification Report,,,0,0.809278351,0.867403315,0.837333333,181
Genetic Algorithm,,,,KC1 Classification Report,,,1,0.844155844,0.778443114,0.809968847,167
Genetic Algorithm,,,,KC1 Classification Report,,,accuracy,0.824712644,0.824712644,0.824712644,0.824712644
Genetic Algorithm,,,,KC1 Classification Report,,,macro avg,0.826717097,0.822923214,0.82365109,348
Genetic Algorithm,,,,KC1 Classification Report,,,weighted avg,0.826015539,0.824712644,0.824201525,348
Genetic Algorithm,KC3,Accuracy,0.921875,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,Precision,0.909090909,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,Recall,0.9375,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,F1 Score,0.923076923,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,AUC,0.943359375,KC3 Performance Metrics,,,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,learning_rate,0.3,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,n_estimators,50,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,num_leaves,50,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,min_child_samples,30,,,,,
Genetic Algorithm,KC3,,,KC3 Best Hyperparameters,subsample,1,,,,,
Genetic Algorithm,,,,KC3 Classification Report,,,0,0.935483871,0.90625,0.920634921,32
Genetic Algorithm,,,,KC3 Classification Report,,,1,0.909090909,0.9375,0.923076923,32
Genetic Algorithm,,,,KC3 Classification Report,,,accuracy,0.921875,0.921875,0.921875,0.921875
Genetic Algorithm,,,,KC3 Classification Report,,,macro avg,0.92228739,0.921875,0.921855922,64
Genetic Algorithm,,,,KC3 Classification Report,,,weighted avg,0.92228739,0.921875,0.921855922,64
Genetic Algorithm,MC1,Accuracy,0.993564994,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,Precision,0.991913747,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,Recall,0.994594595,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,F1 Score,0.993252362,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,AUC,0.999455475,MC1 Performance Metrics,,,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,learning_rate,0.3,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,n_estimators,300,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,num_leaves,10,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,min_child_samples,5,,,,,
Genetic Algorithm,MC1,,,MC1 Best Hyperparameters,subsample,0.5,,,,,
Genetic Algorithm,,,,MC1 Classification Report,,,0,0.995073892,0.992628993,0.993849938,407
Genetic Algorithm,,,,MC1 Classification Report,,,1,0.991913747,0.994594595,0.993252362,370
Genetic Algorithm,,,,MC1 Classification Report,,,accuracy,0.993564994,0.993564994,0.993564994,0.993564994
Genetic Algorithm,,,,MC1 Classification Report,,,macro avg,0.993493819,0.993611794,0.99355115,777
Genetic Algorithm,,,,MC1 Classification Report,,,weighted avg,0.993569061,0.993564994,0.993565378,777
Genetic Algorithm,MC2,Accuracy,0.939393939,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,Precision,0.944444444,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,Recall,0.944444444,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,F1 Score,0.944444444,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,AUC,0.966666667,MC2 Performance Metrics,,,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,learning_rate,0.3,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,n_estimators,50,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,num_leaves,10,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,min_child_samples,5,,,,,
Genetic Algorithm,MC2,,,MC2 Best Hyperparameters,subsample,0.5,,,,,
Genetic Algorithm,,,,MC2 Classification Report,,,0,0.933333333,0.933333333,0.933333333,15
Genetic Algorithm,,,,MC2 Classification Report,,,1,0.944444444,0.944444444,0.944444444,18
Genetic Algorithm,,,,MC2 Classification Report,,,accuracy,0.939393939,0.939393939,0.939393939,0.939393939
Genetic Algorithm,,,,MC2 Classification Report,,,macro avg,0.938888889,0.938888889,0.938888889,33
Genetic Algorithm,,,,MC2 Classification Report,,,weighted avg,0.939393939,0.939393939,0.939393939,33
Genetic Algorithm,MW1,Accuracy,0.978021978,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,Precision,0.979591837,MW1 Performance Metrics,,,,,,,
Genetic Algorithm,MW1,Recall,0.979591837,MW1 Performance Metrics,,,,,,,
