LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,0.022727273,0,0,0.022727273,0.022727273,0,0.019083969,0.088469906,0.065116279,0.000644328,0.007575758,0.016274864,0.145,0.000644513,0.007550367,0.007009346,0.022123894,0.025,0.189189189,0.020905923,1
0.24137931,0.409090909,0.166666667,0.045454545,0.409090909,0.386363636,0.32,0.442748092,0.431316689,0.447813953,0.148488543,0.253787879,0.30198915,0.02,0.148488415,0.253068008,0.26635514,0.324483776,0.375,0.513513514,0.470383275,0
0,0.022727273,0,0,0.022727273,0.022727273,0,0.053435115,0.151714493,0.147348837,0.005652033,0.03030303,0.047016275,0.065,0.005652094,0.029283403,0.044392523,0.048672566,0.1,0.27027027,0.052264808,0
0.379310345,0.272727273,0,0.545454545,0.272727273,0.25,0.12,0.5,0.508909147,0.42455814,0.157461845,0.284090909,0.326401447,0.02,0.157461717,0.283073741,0.357476636,0.306784661,0.475,0.459459459,0.620209059,1
0.068965517,0,0,0.25,0,0,0,0.06870229,0.140578059,0.200930233,0.009746077,0.037878788,0.06238698,0.045,0.00974583,0.037014353,0.056074766,0.066371681,0.083333333,0.243243243,0.12195122,1
0.034482759,0.045454545,0,0,0.022727273,0.022727273,0,0.091603053,0.184657619,0.15944186,0.008062782,0.037878788,0.058770344,0.06,0.008062782,0.038582769,0.046728972,0.066371681,0.116666667,0.324324324,0.094076655,0
0,0.022727273,0,0,0.022727273,0.022727273,0,0.061068702,0.169273801,0.12427907,0.004487852,0.026515152,0.042495479,0.075,0.004487759,0.027562187,0.039719626,0.044247788,0.116666667,0.297297297,0.06271777,0
0.034482759,0.068181818,0,0.022727273,0.068181818,0.045454545,0,0.118320611,0.186107946,0.282232558,0.025446923,0.068181818,0.099457505,0.035,0.025446892,0.068818334,0.098130841,0.100294985,0.15,0.351351351,0.135888502,1
0.137931034,0.045454545,0.166666667,0.136363636,0.045454545,0.045454545,0,0.095419847,0.18621154,0.194790698,0.012139616,0.049242424,0.068716094,0.05,0.012139339,0.047547488,0.067757009,0.069321534,0.15,0.351351351,0.153310105,0
0.034482759,0.022727273,0.083333333,0.227272727,0.022727273,0.022727273,0,0.022900763,0.059722366,0.11944186,0.001462084,0.007575758,0.018083183,0.08,0.00146193,0.009346089,0.025700935,0.013274336,0.05,0.189189189,0.066202091,1
0,0,0,0.068181818,0,0,0,0.022900763,0.078835595,0.069767442,0.000658768,0.007575758,0.016274864,0.135,0.000658921,0.007205619,0.014018692,0.017699115,0.033333333,0.135135135,0.045296167,0
0.068965517,0.045454545,0,0.068181818,0.045454545,0.045454545,0,0.045801527,0.108360095,0.214883721,0.008590486,0.03030303,0.049728752,0.045,0.008590363,0.03050707,0.049065421,0.050147493,0.083333333,0.297297297,0.069686411,0
0.034482759,0.159090909,0,0.113636364,0.159090909,0.159090909,0.08,0.286259542,0.404382057,0.282232558,0.055287334,0.147727273,0.191681736,0.035,0.055287332,0.149518489,0.212616822,0.178466077,0.3,0.324324324,0.317073171,1
0.120689655,0.227272727,0,0.159090909,0.227272727,0.227272727,0,0.229007634,0.352014918,0.360930233,0.078727751,0.166666667,0.205244123,0.025,0.078727533,0.166473035,0.207943925,0.203539823,0.325,0.459459459,0.268292683,1
0.068965517,0.136363636,0,0,0.136363636,0.136363636,0,0.175572519,0.120998653,0.486139535,0.049095221,0.075757576,0.107594937,0.02,0.049095465,0.077079666,0.102803738,0.110619469,0.133333333,0.513513514,0.177700348,0
0,0,0,0,0,0,0,0,0.040142961,0.037209302,9.55E-05,0.003787879,0.005424955,0.25,9.53E-05,0.001958625,0.004672897,0.005899705,0.016666667,0.108108108,0.010452962,0
0,0,0,0,0,0,0,0.022900763,0.073863048,0.037209302,0.000175675,0.003787879,0.008137432,0.25,0.000175675,0.00360281,0.011682243,0.005899705,0.041666667,0.108108108,0.027874564,0
0.017241379,0.045454545,0,0.045454545,0.045454545,0.045454545,0,0.06870229,0.12638558,0.184186047,0.007363282,0.03030303,0.049728752,0.05,0.007363405,0.03050707,0.042056075,0.054572271,0.083333333,0.297297297,0.076655052,0
0.034482759,0,0,0,0,0,0,0.030534351,0.119133948,0.074418605,0.001132993,0.011363636,0.02079566,0.125,0.001132746,0.011617893,0.018691589,0.022123894,0.066666667,0.216216216,0.045296167,0
0.034482759,0.090909091,0.083333333,0,0.090909091,0.090909091,0,0.13740458,0.182844711,0.31627907,0.03141019,0.075757576,0.105786618,0.03,0.031410435,0.075785281,0.119158879,0.097345133,0.175,0.378378378,0.146341463,0
0.034482759,0.022727273,0,0,0.022727273,0.022727273,0,0.061068702,0.098156014,0.191813953,0.006204089,0.026515152,0.04159132,0.05,0.006204058,0.024675394,0.035046729,0.045722714,0.066666667,0.297297297,0.066202091,0
0.086206897,0.272727273,0,0,0.272727273,0.204545455,0.36,0.152671756,0.182844711,0.687069767,0.148227832,0.162878788,0.208860759,0.015,0.14822795,0.164636903,0.219626168,0.202064897,0.233333333,0.594594595,0.160278746,1
0.137931034,0.193181818,0,0,0.204545455,0.204545455,0.28,0.232824427,0.253081943,0.340465116,0.050374271,0.113636364,0.151898734,0.025,0.050374516,0.112905711,0.142523364,0.157817109,0.208333333,0.405405405,0.243902439,0
0.068965517,0,0,0,0,0,0,0.034351145,0.159743085,0.100651163,0.002777741,0.022727273,0.036166365,0.09,0.002777556,0.021063744,0.039719626,0.033923304,0.091666667,0.189189189,0.059233449,0
0.017241379,0,0,0.022727273,0,0,0,0.034351145,0.127887703,0.108837209,0.002601296,0.018939394,0.03074141,0.085,0.002601326,0.018238829,0.030373832,0.030973451,0.083333333,0.243243243,0.052264808,0
0.103448276,0.181818182,0,0,0.181818182,0.113636364,0.24,0.091603053,0.123536724,0.311255814,0.020553195,0.049242424,0.075045208,0.03,0.020553472,0.050387558,0.067757009,0.079646018,0.108333333,0.405405405,0.114982578,0
0.017241379,0.113636364,0,0,0.113636364,0.090909091,0.08,0.122137405,0.152854035,0.397581395,0.041483049,0.079545455,0.113019892,0.025,0.041483233,0.079626763,0.135514019,0.098820059,0.158333333,0.378378378,0.118466899,0
0.034482759,0.079545455,0,0.022727273,0.090909091,0.090909091,0.08,0.125954198,0.222210712,0.197395349,0.014856336,0.056818182,0.082278481,0.045,0.014856489,0.057458056,0.072429907,0.088495575,0.158333333,0.351351351,0.12543554,0
0.017241379,0.045454545,0,0,0.045454545,0.045454545,0,0.080152672,0.15394178,0.204651163,0.011071001,0.041666667,0.061482821,0.045,0.011070878,0.041281403,0.051401869,0.067846608,0.116666667,0.378378378,0.087108014,1
0,0.045454545,0,0,0.045454545,0.045454545,0,0.026717557,0.049311095,0.186046512,0.00293051,0.011363636,0.022603978,0.05,0.00293051,0.012019468,0.018691589,0.025073746,0.033333333,0.27027027,0.027874564,0
0.034482759,0.068181818,0,0,0.068181818,0.068181818,0,0.133587786,0.17046514,0.277395349,0.022527589,0.060606061,0.090415913,0.035,0.022527465,0.06196504,0.091121495,0.089970501,0.141666667,0.351351351,0.132404181,0
0.017241379,0,0,0.045454545,0,0,0,0.015267176,0.064228737,0.069767442,0.00053694,0.007575758,0.012658228,0.135,0.000537002,0.00587335,0.011682243,0.013274336,0.033333333,0.162162162,0.027874564,0
0.017241379,0,0,0,0,0,0,0.034351145,0.151455506,0.119627907,0.003720619,0.022727273,0.037070524,0.08,0.003720772,0.023738385,0.042056075,0.033923304,0.116666667,0.27027027,0.038327526,1
0,0,0,0,0,0,0,0.011450382,0.074588211,0.046511628,0.000277091,0.003787879,0.01084991,0.2,0.000277091,0.004546132,0.007009346,0.013274336,0.025,0.135135135,0.013937282,0
0.224137931,0.045454545,0,0.227272727,0.045454545,0.022727273,0,0.106870229,0.264788149,0.16744186,0.012749554,0.056818182,0.080470163,0.055,0.012749492,0.058104617,0.08411215,0.078171091,0.2,0.324324324,0.181184669,0
0,0,0,0,0,0,0,0.007633588,0.168341448,0.009302326,2.50E-05,0.003787879,0.006329114,1,2.49E-05,0.002052073,0.009345794,0.004424779,0.033333333,0.027027027,0.024390244,0
0.034482759,0.113636364,0,0,0.113636364,0.113636364,0.08,0.141221374,0.160157464,0.36,0.03564124,0.075757576,0.103074141,0.025,0.035641055,0.075549135,0.10046729,0.104719764,0.166666667,0.486486486,0.149825784,0
0,0,0,0,0,0,0,0.041984733,0.212731793,0.101023256,0.003726622,0.026515152,0.045207957,0.09,0.003726868,0.028156973,0.044392523,0.045722714,0.116666667,0.216216216,0.048780488,0
0,0,0,0,0,0,0,0.015267176,0.077644256,0.055813953,0.00041539,0.003787879,0.011754069,0.165,0.000415636,0.005678876,0.011682243,0.01179941,0.041666667,0.162162162,0.017421603,0
0.068965517,0.022727273,0,0,0.022727273,0.022727273,0,0.053435115,0.117269243,0.241860465,0.011780014,0.037878788,0.059674503,0.04,0.011780229,0.037167154,0.060747664,0.05899705,0.091666667,0.297297297,0.076655052,0
0.25862069,0.125,0,0.090909091,0.136363636,0.113636364,0.08,0.270992366,0.260074588,0.555534884,0.13779848,0.189393939,0.232368897,0.015,0.13779826,0.189302194,0.221962617,0.238938053,0.291666667,0.594594595,0.320557491,1
0.034482759,0.022727273,0.083333333,0.068181818,0.022727273,0.022727273,0,0.053435115,0.15984668,0.086883721,0.002068943,0.018939394,0.032549729,0.105,0.002068758,0.018184527,0.028037383,0.03539823,0.075,0.189189189,0.073170732,0
0.017241379,0.090909091,0,0.068181818,0.090909091,0.090909091,0.16,0.125954198,0.312648917,0.208744186,0.023383091,0.087121212,0.119349005,0.045,0.023383121,0.085501375,0.10046729,0.131268437,0.191666667,0.324324324,0.132404181,0
0.034482759,0,0,0.022727273,0,0,0,0.034351145,0.12224179,0.117209302,0.002883805,0.018939394,0.03164557,0.08,0.002883959,0.018775525,0.03271028,0.030973451,0.083333333,0.243243243,0.055749129,0
0,0,0,0,0,0,0,0.007633588,0.041437895,0.018604651,2.46E-05,0,0.003616637,0.5,2.44E-05,0.001010252,0.004672897,0.002949853,0.016666667,0.054054054,0.006968641,1
0.034482759,0,0,0.090909091,0,0,0,0.019083969,0.096343106,0.046511628,0.00035797,0.007575758,0.012658228,0.2,0.000358001,0.00587335,0.011682243,0.013274336,0.041666667,0.135135135,0.041811847,0
0.224137931,0.181818182,0,0.136363636,0.181818182,0.159090909,0.12,0.267175573,0.341033875,0.31572093,0.058375939,0.140151515,0.179927667,0.03,0.058375784,0.141098042,0.163551402,0.190265487,0.275,0.432432432,0.31358885,0
0.034482759,0.045454545,0,0.045454545,0.045454545,0.045454545,0,0.145038168,0.195483269,0.297674419,0.029747,0.075757576,0.11482821,0.03,0.029746784,0.076257574,0.093457944,0.128318584,0.125,0.324324324,0.149825784,1
0,0,0,0,0,0,0,0.015267176,0.088936082,0.044651163,0.000304492,0.003787879,0.011754069,0.21,0.000304245,0.005204058,0.014018692,0.010324484,0.041666667,0.108108108,0.017421603,0
0,0.022727273,0,0,0.022727273,0,0,0.011450382,0.031026624,0.069767442,0.000259295,0.003787879,0.007233273,0.135,0.000259357,0.002836281,0.007009346,0.007374631,0.016666667,0.135135135,0.013937282,0
0,0,0,0,0,0,0,0.015267176,0.061431679,0.065116279,0.000447347,0.003787879,0.01084991,0.145,0.000447224,0.005241943,0.009345794,0.01179941,0.033333333,0.189189189,0.020905923,0
0.293103448,0.522727273,0,0.045454545,0.522727273,0.386363636,0.72,0.511450382,0.416865223,0.586046512,0.245861167,0.321969697,0.367992767,0.015,0.245861375,0.320139869,0.378504673,0.361356932,0.45,0.567567568,0.536585366,0
0,0,0,0,0,0,0,0.045801527,0.271728996,0.10344186,0.004984675,0.037878788,0.056057866,0.09,0.00498486,0.0368022,0.058411215,0.054572271,0.15,0.216216216,0.055749129,0
0.051724138,0.159090909,0.083333333,0.045454545,0.159090909,0.090909091,0.24,0.129770992,0.175852067,0.336,0.034090949,0.075757576,0.100361664,0.03,0.03409101,0.077425677,0.10046729,0.100294985,0.208333333,0.567567568,0.149825784,0
0,0,0,0,0,0,0,0.022900763,0.076090335,0.086883721,0.000984657,0.007575758,0.016274864,0.105,0.00098478,0.008654067,0.01635514,0.016224189,0.05,0.216216216,0.031358885,0
0.034482759,0.022727273,0,0,0.022727273,0.022727273,0,0.038167939,0.078006837,0.136372093,0.002492892,0.015151515,0.026220615,0.07,0.002492707,0.013942734,0.025700935,0.026548673,0.05,0.216216216,0.045296167,0
0.120689655,0.090909091,0,0,0.090909091,0.045454545,0.08,0.125954198,0.145498809,0.425860465,0.045300588,0.079545455,0.108499096,0.02,0.045300433,0.081187601,0.123831776,0.098820059,0.183333333,0.513513514,0.142857143,0
0.051724138,0.022727273,0,0,0.022727273,0.022727273,0,0.080152672,0.231637833,0.133023256,0.007033206,0.041666667,0.061482821,0.07,0.007033113,0.040363337,0.063084112,0.060471976,0.141666667,0.243243243,0.087108014,1
0.017241379,0.068181818,0,0,0.068181818,0.068181818,0,0.114503817,0.119548327,0.269767442,0.014941895,0.041666667,0.066003617,0.035,0.014941833,0.042266398,0.067757009,0.064896755,0.1,0.324324324,0.111498258,1
0,0,0,0,0,0,0,0.007633588,0.034548845,0.027906977,4.62E-05,0,0.004520796,0.335,4.60E-05,0.001262814,0.007009346,0.002949853,0.016666667,0.054054054,0.006968641,0
0,0,0,0,0,0,0,0.011450382,0.027607998,0.027906977,3.69E-05,0,0.003616637,0.335,3.71E-05,0.001010252,0.002336449,0.004424779,0.008333333,0.081081081,0.017421603,0
0.068965517,0.136363636,0,0.022727273,0.136363636,0.136363636,0,0.141221374,0.160934425,0.287813953,0.022886514,0.060606061,0.087703436,0.03,0.022886575,0.060685809,0.077102804,0.09439528,0.133333333,0.405405405,0.156794425,0
0.379310345,0.340909091,0,0.159090909,0.340909091,0.272727273,0.4,0.385496183,0.358644981,0.551627907,0.187382858,0.257575758,0.291139241,0.015,0.187383068,0.259225491,0.303738318,0.283185841,0.475,0.702702703,0.456445993,1
0.051724138,0.102272727,0,0.022727273,0.068181818,0.068181818,0.08,0.167938931,0.381643013,0.233860465,0.035863098,0.117424242,0.149186257,0.04,0.035863281,0.116990915,0.13317757,0.159292035,0.283333333,0.405405405,0.170731707,0
0.189655172,0.113636364,0.333333333,0.227272727,0.113636364,0.068181818,0.16,0.171755725,0.269346317,0.269767442,0.033658996,0.09469697,0.122061483,0.035,0.033658749,0.095212418,0.135514019,0.113569322,0.266666667,0.432432432,0.254355401,1
0.034482759,0.181818182,0,0.045454545,0.181818182,0.181818182,0,0.190839695,0.257018543,0.385116279,0.065459976,0.128787879,0.174502712,0.025,0.065459882,0.129707456,0.161214953,0.182890855,0.208333333,0.405405405,0.198606272,1
0.017241379,0,0,0,0,0,0,0.053435115,0.114990158,0.049674419,0.000486109,0.007575758,0.014466546,0.19,0.000486017,0.007477124,0.028037383,0.005899705,0.075,0.108108108,0.080139373,0
0,0,0,0.022727273,0,0,0,0.019083969,0.100797679,0.08372093,0.001213226,0.011363636,0.02079566,0.11,0.001213103,0.011058466,0.021028037,0.020648968,0.058333333,0.189189189,0.027874564,0
0.051724138,0.113636364,0,0,0.113636364,0.090909091,0,0.083969466,0.193463172,0.347348837,0.040066962,0.087121212,0.118444846,0.025,0.040066746,0.088039632,0.130841121,0.110619469,0.2,0.432432432,0.090592334,1
0,0,0,0,0,0,0,0,0.044234953,0.086883721,0.000572746,0.003787879,0.01084991,0.105,0.000572469,0.005033578,0.009345794,0.01179941,0.025,0.189189189,0.003484321,0
0.327586207,0.295454545,0,0.068181818,0.295454545,0.227272727,0.4,0.358778626,0.404537449,0.493953488,0.169510022,0.261363636,0.296564195,0.02,0.16951017,0.261855933,0.327102804,0.277286136,0.483333333,0.594594595,0.407665505,0
0,0.022727273,0,0,0.022727273,0.022727273,0,0.038167939,0.099709935,0.176744186,0.005347695,0.022727273,0.037070524,0.055,0.005347848,0.023089299,0.044392523,0.032448378,0.091666667,0.297297297,0.038327526,0
0.068965517,0.136363636,0,0,0.136363636,0.136363636,0.08,0.167938931,0.230291101,0.403162791,0.064256787,0.121212121,0.163652803,0.025,0.064256754,0.121643124,0.151869159,0.171091445,0.2,0.432432432,0.181184669,0
0,0,0,0.068181818,0,0,0,0.022900763,0.078835595,0.069767442,0.000658768,0.007575758,0.016274864,0.135,0.000658921,0.007205619,0.014018692,0.017699115,0.033333333,0.135135135,0.034843206,0
0,0,0,0.090909091,0,0,0,0.022900763,0.078835595,0.069767442,0.000658768,0.007575758,0.016274864,0.135,0.000658921,0.007205619,0.014018692,0.017699115,0.033333333,0.135135135,0.038327526,0
0.034482759,0.045454545,0.166666667,0.022727273,0.045454545,0.045454545,0,0.049618321,0.093287061,0.161302326,0.004164641,0.018939394,0.03164557,0.06,0.004164672,0.019710007,0.028037383,0.033923304,0.075,0.351351351,0.066202091,0
0.017241379,0,0,0,0,0,0,0.030534351,0.16849684,0.091162791,0.002404869,0.018939394,0.035262206,0.1,0.002405146,0.020130524,0.03271028,0.036873156,0.083333333,0.189189189,0.038327526,0
0.068965517,0.204545455,0,0.068181818,0.204545455,0.068181818,0.28,0.13740458,0.362840568,0.25227907,0.039670415,0.121212121,0.155515371,0.035,0.039670506,0.119973683,0.144859813,0.162241888,0.266666667,0.378378378,0.163763066,0
0.103448276,0.159090909,0,0.022727273,0.159090909,0.159090909,0.16,0.20610687,0.222573293,0.31627907,0.038229513,0.090909091,0.120253165,0.03,0.038229635,0.09223849,0.119158879,0.120943953,0.225,0.486486486,0.216027875,1
0.086206897,0.113636364,0,0.045454545,0.113636364,0.090909091,0.16,0.15648855,0.20827722,0.372093023,0.049521294,0.102272727,0.130198915,0.025,0.049521077,0.101559323,0.130841121,0.12979351,0.233333333,0.540540541,0.170731707,1
0.172413793,0.318181818,0,0,0.318181818,0.318181818,0.32,0.27480916,0.276338962,0.469953488,0.104768972,0.170454545,0.2079566,0.02,0.104769062,0.170144037,0.207943925,0.207964602,0.308333333,0.567567568,0.289198606,1
0.034482759,0.022727273,0,0,0.022727273,0,0,0.118320611,0.387651507,0.182511628,0.022195881,0.090909091,0.127486438,0.05,0.022196065,0.092757507,0.123831776,0.12979351,0.225,0.27027027,0.118466899,0
0,0.045454545,0,0,0.045454545,0.045454545,0,0.053435115,0.066404227,0.181395349,0.003752884,0.015151515,0.028933092,0.05,0.003752915,0.015787706,0.030373832,0.028023599,0.05,0.243243243,0.052264808,0
0.189655172,0,0,0.045454545,0,0,0,0.160305344,0.535843779,0.122232558,0.013737505,0.087121212,0.111211573,0.075,0.013737597,0.085795611,0.126168224,0.101769912,0.308333333,0.243243243,0.195121951,1
0,0,0,0,0,0,0,0.022900763,0.076090335,0.086883721,0.000984657,0.007575758,0.016274864,0.105,0.00098478,0.008654067,0.01635514,0.016224189,0.05,0.216216216,0.027874564,0
0.017241379,0.022727273,0,0,0.022727273,0.022727273,0,0.045801527,0.102092614,0.102325581,0.001835879,0.015151515,0.023508137,0.09,0.001836002,0.013691434,0.025700935,0.022123894,0.075,0.243243243,0.048780488,0
0.034482759,0.068181818,0,0,0.068181818,0.068181818,0,0.095419847,0.353465244,0.229395349,0.031926933,0.106060606,0.141048825,0.04,0.031926932,0.106227948,0.128504673,0.148967552,0.241666667,0.351351351,0.108013937,0
0,0,0,0,0,0,0,0,0.107116958,0.018604651,6.37E-05,0.003787879,0.007233273,0.5,6.37E-05,0.0026115,0.009345794,0.005899705,0.033333333,0.054054054,0.003484321,0
